SessionNum,TotalTrial,BlockName,BlockTrial,TrialType,FieldMove,VisFb,VTFx,VTFy,VTFz,TargX,TargY,TargZ
4,507,A_04,1,1,z,0,0,0,1,3,3,1
4,508,A_04,2,1,z,0,0,0,1,3,3,5
4,509,A_04,3,1,z,0,0,0,1,3,3,4
4,510,A_04,4,1,z,0,0,0,1,3,3,2
4,511,A_04,5,1,z,0,0,0,1,3,3,4
4,512,A_04,6,1,z,0,0,0,1,3,3,2
4,513,A_04,7,1,z,0,0,0,1,3,3,1
4,514,A_04,8,1,z,0,0,0,1,3,3,5
4,515,A_04,9,1,z,0,0,0,1,3,3,4
4,516,A_04,10,1,z,0,0,0,1,3,3,5
4,517,A_04,11,1,z,0,0,0,1,3,3,2
4,518,A_04,12,1,z,0,0,0,1,3,3,1
4,519,A_04,13,1,z,0,0,0,1,3,3,2
4,520,A_04,14,1,z,0,0,0,1,3,3,4
4,521,A_04,15,1,z,0,0,0,1,3,3,1
4,522,A_04,16,1,z,0,0,0,1,3,3,4
4,523,A_04,17,1,z,0,0,0,1,3,3,1
4,524,A_04,18,1,z,0,0,0,1,3,3,4
4,525,A_04,19,1,z,0,0,0,1,3,3,2
4,526,A_04,20,1,z,0,0,0,1,3,3,5
4,527,A_04,21,1,z,0,0,0,1,3,3,1
4,528,A_04,22,1,z,0,0,0,1,3,3,5
4,529,A_04,23,1,z,0,0,0,1,3,3,2
4,530,A_04,24,1,z,0,0,0,1,3,3,4
4,531,A_04,25,1,z,0,0,0,1,3,3,5
4,532,A_04,26,1,z,0,0,0,1,3,3,4
4,533,A_04,27,1,z,0,0,0,1,3,3,5
4,534,A_04,28,1,z,0,0,0,1,3,3,1
4,535,A_04,29,1,z,0,0,0,1,3,3,5
4,536,A_04,30,1,z,0,0,0,1,3,3,2
4,537,A_04,31,1,z,0,0,0,1,3,3,4
4,538,A_04,32,1,z,0,0,0,1,3,3,1
4,539,A_04,33,1,z,0,0,0,1,3,3,4
4,540,A_04,34,1,z,0,0,0,1,3,3,2
4,541,A_04,35,1,z,0,0,0,1,3,3,1
4,542,A_04,36,1,z,0,0,0,1,3,3,2
4,543,A_04,37,1,z,0,0,0,1,3,3,5
4,544,A_04,38,1,z,0,0,0,1,3,3,4
4,545,A_04,39,1,z,0,0,0,1,3,3,1
4,546,A_04,40,1,z,0,0,0,1,3,3,4
4,547,A_04,41,1,z,0,0,0,1,3,3,2
4,548,A_04,42,1,z,0,0,0,1,3,3,5
4,549,A_04,43,1,z,0,0,0,1,3,3,4
4,550,A_04,44,1,z,0,0,0,1,3,3,5
4,551,A_04,45,1,z,0,0,0,1,3,3,4
4,552,A_04,46,1,z,0,0,0,1,3,3,2
4,553,A_04,47,1,z,0,0,0,1,3,3,4
4,554,A_04,48,1,z,0,0,0,1,3,3,5
4,555,A_04,49,1,z,0,0,0,1,3,3,2
4,556,A_04,50,1,z,0,0,0,1,3,3,5
4,557,A_04,51,1,z,0,0,0,1,3,3,2
4,558,A_04,52,1,z,0,0,0,1,3,3,5
4,559,A_04,53,1,z,0,0,0,1,3,3,1
4,560,A_04,54,1,z,0,0,0,1,3,3,5
4,561,A_04,55,1,z,0,0,0,1,3,3,2
4,562,A_04,56,1,z,0,0,0,1,3,3,1
4,563,A_04,57,1,z,0,0,0,1,3,3,4
4,564,A_04,58,1,z,0,0,0,1,3,3,1
4,565,A_04,59,1,z,0,0,0,1,3,3,2
4,566,A_04,60,1,z,0,0,0,1,3,3,4
4,567,A_04,61,1,z,0,0,0,1,3,3,2
4,568,A_04,62,1,z,0,0,0,1,3,3,1
4,569,A_04,63,1,z,0,0,0,1,3,3,4
4,570,A_04,64,1,z,0,0,0,1,3,3,1
4,571,A_04,65,1,z,0,0,0,1,3,3,5
4,572,A_04,66,1,z,0,0,0,1,3,3,1
4,573,A_04,67,1,z,0,0,0,1,3,3,5
4,574,A_04,68,1,z,0,0,0,1,3,3,4
4,575,A_04,69,1,z,0,0,0,1,3,3,2
4,576,A_04,70,1,z,0,0,0,1,3,3,4
4,577,A_04,71,1,z,0,0,0,1,3,3,1
4,578,A_04,72,1,z,0,0,0,1,3,3,5
4,579,A_04,73,1,z,0,0,0,1,3,3,1
4,580,A_04,74,1,z,0,0,0,1,3,3,4
4,581,A_04,75,1,z,0,0,0,1,3,3,2
4,582,A_04,76,1,z,0,0,0,1,3,3,1
4,583,A_04,77,1,z,0,0,0,1,3,3,2
4,584,A_04,78,1,z,0,0,0,1,3,3,4
4,585,A_04,79,1,z,0,0,0,1,3,3,5
4,586,A_04,80,1,z,0,0,0,1,3,3,2
4,587,A_04,81,1,z,0,0,0,1,3,3,5
4,588,A_04,82,1,z,0,0,0,1,3,3,4
4,589,A_04,83,1,z,0,0,0,1,3,3,5
4,590,A_04,84,1,z,0,0,0,1,3,3,1
4,591,A_04,85,1,z,0,0,0,1,3,3,2
4,592,A_04,86,1,z,0,0,0,1,3,3,5
4,593,A_04,87,1,z,0,0,0,1,3,3,4
4,594,A_04,88,1,z,0,0,0,1,3,3,5
4,595,A_04,89,1,z,0,0,0,1,3,3,1
4,596,A_04,90,1,z,0,0,0,1,3,3,5
4,597,A_04,91,1,z,0,0,0,1,3,3,2
4,598,A_04,92,1,z,0,0,0,1,3,3,5
4,599,A_04,93,1,z,0,0,0,1,3,3,2
4,600,A_04,94,1,z,0,0,0,1,3,3,1
4,601,A_04,95,1,z,0,0,0,1,3,3,4
4,602,A_04,96,1,z,0,0,0,1,3,3,1
4,603,A_04,97,1,z,0,0,0,1,3,3,4
4,604,A_04,98,1,z,0,0,0,1,3,3,5
4,605,A_04,99,1,z,0,0,0,1,3,3,4
4,606,A_04,100,1,z,0,0,0,1,3,3,5
4,607,A_04,101,1,z,0,0,0,1,3,3,2
4,608,A_04,102,1,z,0,0,0,1,3,3,1
4,609,A_04,103,1,z,0,0,0,1,3,3,5
4,610,A_04,104,1,z,0,0,0,1,3,3,4
4,611,A_04,105,1,z,0,0,0,1,3,3,1
4,612,A_04,106,1,z,0,0,0,1,3,3,2
4,613,A_04,107,1,z,0,0,0,1,3,3,4
4,614,A_04,108,1,z,0,0,0,1,3,3,2
4,615,A_04,109,1,z,0,0,0,1,3,3,4
4,616,A_04,110,1,z,0,0,0,1,3,3,2
4,617,A_04,111,1,z,0,0,0,1,3,3,1
4,618,A_04,112,1,z,0,0,0,1,3,3,2
4,619,A_04,113,1,z,0,0,0,1,3,3,5
4,620,A_04,114,1,z,0,0,0,1,3,3,4
4,621,A_04,115,1,z,0,0,0,1,3,3,5
4,622,A_04,116,1,z,0,0,0,1,3,3,1
4,623,A_04,117,1,z,0,0,0,1,3,3,5
4,624,A_04,118,1,z,0,0,0,1,3,3,4
4,625,A_04,119,1,z,0,0,0,1,3,3,2
4,626,A_04,120,1,z,0,0,0,1,3,3,1
4,627,A_04,121,1,z,0,0,0,1,3,3,2
4,628,A_04,122,1,z,0,0,0,1,3,3,5
4,629,A_04,123,1,z,0,0,0,1,3,3,1
4,630,A_04,124,1,z,0,0,0,1,3,3,5
4,631,A_04,125,1,z,0,0,0,1,3,3,1
4,632,A_04,126,1,z,0,0,0,1,3,3,5
4,633,A_04,127,1,z,0,0,0,1,3,3,1
4,634,A_04,128,1,z,0,0,0,1,3,3,2
4,635,A_04,129,1,z,0,0,0,1,3,3,4
4,636,A_04,130,1,z,0,0,0,1,3,3,2
4,637,A_04,131,1,z,0,0,0,1,3,3,5
4,638,A_04,132,1,z,0,0,0,1,3,3,4
4,639,A_04,133,1,z,0,0,0,1,3,3,5
4,640,A_04,134,1,z,0,0,0,1,3,3,2
4,641,A_04,135,1,z,0,0,0,1,3,3,5
4,642,A_04,136,1,z,0,0,0,1,3,3,2
4,643,A_04,137,1,z,0,0,0,1,3,3,4
4,644,A_04,138,1,z,0,0,0,1,3,3,5
4,645,A_04,139,1,z,0,0,0,1,3,3,2
4,646,A_04,140,1,z,0,0,0,1,3,3,5
4,647,A_04,141,1,z,0,0,0,1,3,3,4
4,648,A_04,142,1,z,0,0,0,1,3,3,2
4,649,A_04,143,1,z,0,0,0,1,3,3,1
4,650,A_04,144,1,z,0,0,0,1,3,3,2
4,651,A_04,145,1,z,0,0,0,1,3,3,5
4,652,A_04,146,1,z,0,0,0,1,3,3,1
4,653,A_04,147,1,z,0,0,0,1,3,3,4
