SessionNum,TotalTrial,BlockName,BlockTrial,TrialType,FieldMove,VisFb,VTFx,VTFy,VTFz,TargX,TargY,TargZ
5,707,A_05,1,1,z,0,0,0,1,3,3,5
5,708,A_05,2,1,z,0,0,0,1,3,3,4
5,709,A_05,3,1,z,0,0,0,1,3,3,1
5,710,A_05,4,1,z,0,0,0,1,3,3,5
5,711,A_05,5,1,z,0,0,0,1,3,3,1
5,712,A_05,6,1,z,0,0,0,1,3,3,2
5,713,A_05,7,1,z,0,0,0,1,3,3,4
5,714,A_05,8,1,z,0,0,0,1,3,3,1
5,715,A_05,9,1,z,0,0,0,1,3,3,4
5,716,A_05,10,1,z,0,0,0,1,3,3,1
5,717,A_05,11,1,z,0,0,0,1,3,3,2
5,718,A_05,12,1,z,0,0,0,1,3,3,1
5,719,A_05,13,1,z,0,0,0,1,3,3,5
5,720,A_05,14,1,z,0,0,0,1,3,3,4
5,721,A_05,15,1,z,0,0,0,1,3,3,5
5,722,A_05,16,1,z,0,0,0,1,3,3,4
5,723,A_05,17,1,z,0,0,0,1,3,3,5
5,724,A_05,18,1,z,0,0,0,1,3,3,1
5,725,A_05,19,1,z,0,0,0,1,3,3,5
5,726,A_05,20,1,z,0,0,0,1,3,3,2
5,727,A_05,21,1,z,0,0,0,1,3,3,1
5,728,A_05,22,1,z,0,0,0,1,3,3,2
5,729,A_05,23,1,z,0,0,0,1,3,3,4
5,730,A_05,24,1,z,0,0,0,1,3,3,2
5,731,A_05,25,1,z,0,0,0,1,3,3,4
5,732,A_05,26,1,z,0,0,0,1,3,3,2
5,733,A_05,27,1,z,0,0,0,1,3,3,5
5,734,A_05,28,1,z,0,0,0,1,3,3,1
5,735,A_05,29,1,z,0,0,0,1,3,3,5
5,736,A_05,30,1,z,0,0,0,1,3,3,4
5,737,A_05,31,1,z,0,0,0,1,3,3,2
5,738,A_05,32,1,z,0,0,0,1,3,3,5
5,739,A_05,33,1,z,0,0,0,1,3,3,2
5,740,A_05,34,1,z,0,0,0,1,3,3,4
5,741,A_05,35,1,z,0,0,0,1,3,3,5
5,742,A_05,36,1,z,0,0,0,1,3,3,1
5,743,A_05,37,1,z,0,0,0,1,3,3,2
5,744,A_05,38,1,z,0,0,0,1,3,3,4
5,745,A_05,39,1,z,0,0,0,1,3,3,1
5,746,A_05,40,1,z,0,0,0,1,3,3,4
5,747,A_05,41,1,z,0,0,0,1,3,3,2
5,748,A_05,42,1,z,0,0,0,1,3,3,4
5,749,A_05,43,1,z,0,0,0,1,3,3,1
5,750,A_05,44,1,z,0,0,0,1,3,3,5
5,751,A_05,45,1,z,0,0,0,1,3,3,4
5,752,A_05,46,1,z,0,0,0,1,3,3,5
5,753,A_05,47,1,z,0,0,0,1,3,3,1
5,754,A_05,48,1,z,0,0,0,1,3,3,5
5,755,A_05,49,1,z,0,0,0,1,3,3,2
5,756,A_05,50,1,z,0,0,0,1,3,3,5
5,757,A_05,51,1,z,0,0,0,1,3,3,4
5,758,A_05,52,1,z,0,0,0,1,3,3,2
5,759,A_05,53,1,z,0,0,0,1,3,3,1
5,760,A_05,54,1,z,0,0,0,1,3,3,5
5,761,A_05,55,1,z,0,0,0,1,3,3,2
5,762,A_05,56,1,z,0,0,0,1,3,3,4
5,763,A_05,57,1,z,0,0,0,1,3,3,5
5,764,A_05,58,1,z,0,0,0,1,3,3,1
5,765,A_05,59,1,z,0,0,0,1,3,3,5
5,766,A_05,60,1,z,0,0,0,1,3,3,1
5,767,A_05,61,1,z,0,0,0,1,3,3,2
5,768,A_05,62,1,z,0,0,0,1,3,3,5
5,769,A_05,63,1,z,0,0,0,1,3,3,2
5,770,A_05,64,1,z,0,0,0,1,3,3,1
5,771,A_05,65,1,z,0,0,0,1,3,3,4
5,772,A_05,66,1,z,0,0,0,1,3,3,2
5,773,A_05,67,1,z,0,0,0,1,3,3,1
5,774,A_05,68,1,z,0,0,0,1,3,3,4
5,775,A_05,69,1,z,0,0,0,1,3,3,2
5,776,A_05,70,1,z,0,0,0,1,3,3,5
5,777,A_05,71,1,z,0,0,0,1,3,3,4
5,778,A_05,72,1,z,0,0,0,1,3,3,5
5,779,A_05,73,1,z,0,0,0,1,3,3,2
5,780,A_05,74,1,z,0,0,0,1,3,3,5
5,781,A_05,75,1,z,0,0,0,1,3,3,1
5,782,A_05,76,1,z,0,0,0,1,3,3,2
5,783,A_05,77,1,z,0,0,0,1,3,3,5
5,784,A_05,78,1,z,0,0,0,1,3,3,1
5,785,A_05,79,1,z,0,0,0,1,3,3,2
5,786,A_05,80,1,z,0,0,0,1,3,3,5
5,787,A_05,81,1,z,0,0,0,1,3,3,4
5,788,A_05,82,1,z,0,0,0,1,3,3,1
5,789,A_05,83,1,z,0,0,0,1,3,3,2
5,790,A_05,84,1,z,0,0,0,1,3,3,1
5,791,A_05,85,1,z,0,0,0,1,3,3,5
5,792,A_05,86,1,z,0,0,0,1,3,3,4
5,793,A_05,87,1,z,0,0,0,1,3,3,2
5,794,A_05,88,1,z,0,0,0,1,3,3,4
5,795,A_05,89,1,z,0,0,0,1,3,3,2
5,796,A_05,90,1,z,0,0,0,1,3,3,1
5,797,A_05,91,1,z,0,0,0,1,3,3,5
5,798,A_05,92,1,z,0,0,0,1,3,3,4
5,799,A_05,93,1,z,0,0,0,1,3,3,2
5,800,A_05,94,1,z,0,0,0,1,3,3,4
5,801,A_05,95,1,z,0,0,0,1,3,3,2
5,802,A_05,96,1,z,0,0,0,1,3,3,4
5,803,A_05,97,1,z,0,0,0,1,3,3,2
5,804,A_05,98,1,z,0,0,0,1,3,3,1
5,805,A_05,99,1,z,0,0,0,1,3,3,5
5,806,A_05,100,1,z,0,0,0,1,3,3,1
5,807,A_05,101,1,z,0,0,0,1,3,3,5
5,808,A_05,102,1,z,0,0,0,1,3,3,2
5,809,A_05,103,1,z,0,0,0,1,3,3,4
5,810,A_05,104,1,z,0,0,0,1,3,3,1
5,811,A_05,105,1,z,0,0,0,1,3,3,2
5,812,A_05,106,1,z,0,0,0,1,3,3,4
5,813,A_05,107,1,z,0,0,0,1,3,3,5
5,814,A_05,108,1,z,0,0,0,1,3,3,2
5,815,A_05,109,1,z,0,0,0,1,3,3,5
5,816,A_05,110,1,z,0,0,0,1,3,3,1
5,817,A_05,111,1,z,0,0,0,1,3,3,2
5,818,A_05,112,1,z,0,0,0,1,3,3,4
5,819,A_05,113,1,z,0,0,0,1,3,3,5
5,820,A_05,114,1,z,0,0,0,1,3,3,1
5,821,A_05,115,1,z,0,0,0,1,3,3,5
5,822,A_05,116,1,z,0,0,0,1,3,3,1
5,823,A_05,117,1,z,0,0,0,1,3,3,5
5,824,A_05,118,1,z,0,0,0,1,3,3,2
5,825,A_05,119,1,z,0,0,0,1,3,3,1
5,826,A_05,120,1,z,0,0,0,1,3,3,4
5,827,A_05,121,1,z,0,0,0,1,3,3,1
5,828,A_05,122,1,z,0,0,0,1,3,3,5
5,829,A_05,123,1,z,0,0,0,1,3,3,1
5,830,A_05,124,1,z,0,0,0,1,3,3,5
5,831,A_05,125,1,z,0,0,0,1,3,3,2
5,832,A_05,126,1,z,0,0,0,1,3,3,4
5,833,A_05,127,1,z,0,0,0,1,3,3,5
5,834,A_05,128,1,z,0,0,0,1,3,3,1
5,835,A_05,129,1,z,0,0,0,1,3,3,2
5,836,A_05,130,1,z,0,0,0,1,3,3,1
5,837,A_05,131,1,z,0,0,0,1,3,3,5
5,838,A_05,132,1,z,0,0,0,1,3,3,4
5,839,A_05,133,1,z,0,0,0,1,3,3,5
5,840,A_05,134,1,z,0,0,0,1,3,3,2
5,841,A_05,135,1,z,0,0,0,1,3,3,5
5,842,A_05,136,1,z,0,0,0,1,3,3,2
5,843,A_05,137,1,z,0,0,0,1,3,3,1
5,844,A_05,138,1,z,0,0,0,1,3,3,5
5,845,A_05,139,1,z,0,0,0,1,3,3,1
5,846,A_05,140,1,z,0,0,0,1,3,3,4
5,847,A_05,141,1,z,0,0,0,1,3,3,2
5,848,A_05,142,1,z,0,0,0,1,3,3,4
5,849,A_05,143,1,z,0,0,0,1,3,3,1
5,850,A_05,144,1,z,0,0,0,1,3,3,4
5,851,A_05,145,1,z,0,0,0,1,3,3,5
5,852,A_05,146,1,z,0,0,0,1,3,3,2
5,853,A_05,147,1,z,0,0,0,1,3,3,5
5,854,A_05,148,1,z,0,0,0,1,3,3,4
5,855,A_05,149,1,z,0,0,0,1,3,3,2
5,856,A_05,150,1,z,0,0,0,1,3,3,1
5,857,A_05,151,1,z,0,0,0,1,3,3,2
5,858,A_05,152,1,z,0,0,0,1,3,3,1
5,859,A_05,153,1,z,0,0,0,1,3,3,4
5,860,A_05,154,1,z,0,0,0,1,3,3,5
5,861,A_05,155,1,z,0,0,0,1,3,3,4
5,862,A_05,156,1,z,0,0,0,1,3,3,1
5,863,A_05,157,1,z,0,0,0,1,3,3,2
5,864,A_05,158,1,z,0,0,0,1,3,3,4
5,865,A_05,159,1,z,0,0,0,1,3,3,1
5,866,A_05,160,1,z,0,0,0,1,3,3,4
5,867,A_05,161,1,z,0,0,0,1,3,3,1
5,868,A_05,162,1,z,0,0,0,1,3,3,4
5,869,A_05,163,1,z,0,0,0,1,3,3,5
5,870,A_05,164,1,z,0,0,0,1,3,3,4
5,871,A_05,165,1,z,0,0,0,1,3,3,5
5,872,A_05,166,1,z,0,0,0,1,3,3,2
5,873,A_05,167,1,z,0,0,0,1,3,3,1
5,874,A_05,168,1,z,0,0,0,1,3,3,2
5,875,A_05,169,1,z,0,0,0,1,3,3,1
5,876,A_05,170,1,z,0,0,0,1,3,3,4
5,877,A_05,171,1,z,0,0,0,1,3,3,5
5,878,A_05,172,1,z,0,0,0,1,3,3,1
5,879,A_05,173,1,z,0,0,0,1,3,3,4
5,880,A_05,174,1,z,0,0,0,1,3,3,1
5,881,A_05,175,1,z,0,0,0,1,3,3,2
5,882,A_05,176,1,z,0,0,0,1,3,3,1
5,883,A_05,177,1,z,0,0,0,1,3,3,4
5,884,A_05,178,1,z,0,0,0,1,3,3,2
5,885,A_05,179,1,z,0,0,0,1,3,3,4
5,886,A_05,180,1,z,0,0,0,1,3,3,1
5,887,A_05,181,1,z,0,0,0,1,3,3,4
5,888,A_05,182,1,z,0,0,0,1,3,3,2
5,889,A_05,183,1,z,0,0,0,1,3,3,4
5,890,A_05,184,1,z,0,0,0,1,3,3,5
5,891,A_05,185,1,z,0,0,0,1,3,3,4
5,892,A_05,186,1,z,0,0,0,1,3,3,5
5,893,A_05,187,1,z,0,0,0,1,3,3,2
5,894,A_05,188,1,z,0,0,0,1,3,3,5
5,895,A_05,189,1,z,0,0,0,1,3,3,1
5,896,A_05,190,1,z,0,0,0,1,3,3,5
5,897,A_05,191,1,z,0,0,0,1,3,3,2
5,898,A_05,192,1,z,0,0,0,1,3,3,4
5,899,A_05,193,1,z,0,0,0,1,3,3,1
5,900,A_05,194,1,z,0,0,0,1,3,3,2
5,901,A_05,195,1,z,0,0,0,1,3,3,1
5,902,A_05,196,1,z,0,0,0,1,3,3,4
5,903,A_05,197,1,z,0,0,0,1,3,3,2
5,904,A_05,198,1,z,0,0,0,1,3,3,4
5,905,A_05,199,1,z,0,0,0,1,3,3,2
5,906,A_05,200,1,z,0,0,0,1,3,3,5
